id	simp	current_unit	target_unit	manifest_id	manifest_old	tag	match_mode
L7-1564	含糊	b79-m3-economy-finance	b7-academic-logic	L7-1157	b79-m2		simp
L7-1567	涵盖	b79-m3-economy-finance					unmapped
L7-1570	汗水	b79-m3-economy-finance					unmapped
L7-1571	旱	b79-m3-economy-finance					unmapped
L7-1572	旱灾	b79-m3-economy-finance					unmapped
L7-1574	焊	b79-m3-economy-finance					unmapped
L7-1575	行家	b79-m3-economy-finance					unmapped
L7-1576	行列	b79-m3-economy-finance	b7-general-formal	L7-1161	b79-m2		simp
L7-1577	行情	b79-m3-economy-finance					unmapped
L7-1578	航海	b79-m3-economy-finance	b7-tech-transport	L7-1163	b79-m2		simp
L7-1581	航行	b79-m3-economy-finance	b7-tech-transport	L7-1164	b79-m2		simp
L7-1583	毫不	b79-m3-economy-finance					unmapped
L7-1587	好比	b79-m3-economy-finance					unmapped
L7-1589	好感	b79-m3-economy-finance	b7-social-emotions	L7-1170	b79-m2		simp
L7-1590	好坏	b79-m3-economy-finance					unmapped
L7-1591	好家伙	b79-m3-economy-finance					unmapped
L7-1592	好评	b79-m3-economy-finance	b7-culture-media	L7-1172	b79-m2		simp
L7-1593	好说	b79-m3-economy-finance					unmapped
L7-1594	好笑	b79-m3-economy-finance					unmapped
L7-1595	好心	b79-m3-economy-finance					unmapped
L7-1596	好心人	b79-m3-economy-finance					unmapped
L7-1597	好意	b79-m3-economy-finance					unmapped
L7-1598	好在	b79-m3-economy-finance					unmapped
L7-1599	号称	b79-m3-economy-finance					unmapped
L7-1602	耗	b79-m3-economy-finance	b7-general-formal	L7-1174	b79-m2		simp
L7-1603	耗费	b79-m3-economy-finance	b7-finance-business	L7-1175	b79-m2		simp
L7-1604	耗时	b79-m3-economy-finance					unmapped
L7-1608	合唱	b79-m3-economy-finance					unmapped
L7-1609	合乎	b79-m3-economy-finance					unmapped
L7-1610	合伙	b79-m3-economy-finance					unmapped
L7-1611	合计	b79-m3-economy-finance					unmapped
L7-1613	合影	b79-m3-economy-finance	b7-social-culture	L7-1196	b79-m2	polite	simp
L7-1614	合资	b79-m3-economy-finance	b7-finance-business	L7-1197	b79-m2		simp
L7-1616	何必	b79-m3-economy-finance	b7-academic-logic	L7-1198	b79-m2		simp
L7-1617	何处	b79-m3-economy-finance					unmapped
L7-1618	何苦	b79-m3-economy-finance					unmapped
L7-1622	和解	b79-m3-economy-finance	b7-politics-diplomacy	L7-1183	b79-m2	polite	simp
L7-1623	和睦	b79-m3-economy-finance	b7-social-culture	L7-1184	b79-m2	polite	simp
L7-1625	和气	b79-m3-economy-finance					unmapped
L7-1626	和尚	b79-m3-economy-finance					unmapped
L7-1627	河流	b79-m3-economy-finance					unmapped
L7-1629	荷花	b79-m3-economy-finance					unmapped
L7-1631	核电站	b79-m3-economy-finance					unmapped
L7-1632	核对	b79-m3-economy-finance	b7-academic-work	L7-1204	b79-m2	polite	simp
L7-1633	核能	b79-m3-economy-finance	b7-tech-science	L7-1205	b79-m2		simp
L7-1634	核实	b79-m3-economy-finance					unmapped
L7-1635	核桃	b79-m3-economy-finance					unmapped
L7-1637	贺电	b79-m3-economy-finance					unmapped
L7-1639	喝彩	b79-m3-economy-finance					unmapped
L7-1642	黑白	b79-m3-economy-finance					unmapped
L7-1643	黑客	b79-m3-economy-finance					unmapped
L7-1644	黑马	b79-m3-economy-finance					unmapped
L7-1647	嘿	b79-m3-economy-finance	b7-social-interjections	L7-1210	b79-m2		simp
L7-1649	恨不得	b79-m3-economy-finance					unmapped
L7-1650	哼	b79-m3-economy-finance	b7-social-interjections	L7-1215	b79-m2		simp
L7-1654	轰	b79-m3-economy-finance	b7-politics-military	L7-1219	b79-m2		simp
L7-1655	轰动	b79-m3-economy-finance	b7-culture-media	L7-1220	b79-m2		simp
L7-1656	轰炸	b79-m3-economy-finance					unmapped
L7-1659	烘干	b79-m3-economy-finance					unmapped
L7-1662	红灯	b79-m3-economy-finance					unmapped
L7-1663	红火	b79-m3-economy-finance	b7-finance-business	L7-1223	b79-m2		simp
L7-1666	红薯	b79-m3-economy-finance					unmapped
L7-1674	吼	b79-m3-economy-finance	b7-social-behavior	L7-1230	b79-m2		simp
L7-1675	后备	b79-m3-economy-finance					unmapped
L7-1677	后代	b79-m3-economy-finance					unmapped
L7-1680	后期	b79-m3-economy-finance					unmapped
L7-1681	后勤	b79-m3-economy-finance					unmapped
L7-1682	后人	b79-m3-economy-finance					unmapped
L7-1684	后退	b79-m3-economy-finance					unmapped
L7-1687	后裔	b79-m3-economy-finance					unmapped
L7-1689	厚道	b79-m3-economy-finance					unmapped
L7-1690	厚度	b79-m3-economy-finance					unmapped
L7-1694	呼救	b79-m3-economy-finance					unmapped
L7-1703	湖泊	b79-m3-economy-finance	b7-nature-geography	L7-1241	b79-m2		simp
L7-1706	互补	b79-m3-economy-finance	b7-academic-logic	L7-1246	b79-m2		simp
L7-1710	护理	b79-m3-economy-finance					unmapped
L7-1711	花瓣	b79-m3-economy-finance	b7-nature-flora	L7-1253	b79-m2		simp
L7-1712	花卉	b79-m3-economy-finance					unmapped
L7-1713	花纹	b79-m3-economy-finance	b7-culture-arts	L7-1256	b79-m2		simp
L7-1719	哗变	b79-m3-economy-finance					unmapped
L7-1721	滑冰	b79-m3-economy-finance					unmapped
L7-1724	滑雪	b79-m3-economy-finance					unmapped
L7-1725	化肥	b79-m3-economy-finance	b7-tech-science	L7-1265	b79-m2		simp
L7-1727	化纤	b79-m3-economy-finance					unmapped
L7-1730	化妆	b79-m3-economy-finance					unmapped
L7-1731	划时代	b79-m3-economy-finance					unmapped
L7-1732	画册	b79-m3-economy-finance					unmapped
L7-1736	话费	b79-m3-economy-finance					unmapped
L7-1739	怀抱	b79-m3-tech-innovation					unmapped
L7-1740	怀旧	b79-m3-tech-innovation					unmapped
L7-1741	怀里	b79-m3-tech-innovation					unmapped
L7-1745	坏事	b79-m3-tech-innovation	b7-social-nuance	L7-1271	b79-m2		simp
L7-1748	欢快	b79-m3-tech-innovation					unmapped
L7-1750	还款	b79-m3-tech-innovation					unmapped
L7-1751	还原	b79-m3-tech-innovation					unmapped
L7-1752	环球	b79-m3-tech-innovation	b7-politics-society	L7-1276	b79-m2		simp
L7-1753	环绕	b79-m3-tech-innovation	b7-nature-geography	L7-1277	b79-m2		simp
L7-1755	缓和	b79-m3-tech-innovation	b7-politics-diplomacy	L7-1278	b79-m2	polite	simp
L7-1756	缓缓	b79-m3-tech-innovation					unmapped
L7-1757	缓慢	b79-m3-tech-innovation	b7-general-formal	L7-1279	b79-m2		simp
L7-1758	幻觉	b79-m3-tech-innovation					unmapped
L7-1760	换成	b79-m3-tech-innovation					unmapped
L7-1761	换取	b79-m3-tech-innovation					unmapped
L7-1762	换位	b79-m3-tech-innovation					unmapped
L7-1763	换言之	b79-m3-tech-innovation					unmapped
L7-1765	患	b79-m3-tech-innovation					unmapped
L7-1766	患病	b79-m3-tech-innovation					unmapped
L7-1767	患有	b79-m3-tech-innovation					unmapped
L7-1768	焕发	b79-m3-tech-innovation					unmapped
L7-1769	荒	b79-m3-tech-innovation					unmapped
L7-1771	荒凉	b79-m3-tech-innovation	b7-nature-geography	L7-1287	b79-m2		simp
L7-1772	荒谬	b79-m3-tech-innovation	b7-academic-logic	L7-1288	b79-m2		simp
L7-1773	慌乱	b79-m3-tech-innovation					unmapped
L7-1774	慌张	b79-m3-tech-innovation	b7-social-emotions	L7-1291	b79-m2		simp
L7-1775	皇宫	b79-m3-tech-innovation					unmapped
L7-1776	皇后	b79-m3-tech-innovation					unmapped
L7-1779	黄昏	b79-m3-tech-innovation	b7-nature-geography	L7-1292	b79-m2		simp
L7-1781	晃	b79-m3-tech-innovation	b7-general-formal	L7-1294	b79-m2		simp
L7-1782	谎话	b79-m3-tech-innovation					unmapped
L7-1784	晃	b79-m3-tech-innovation	b7-general-formal	L7-1294	b79-m2		simp
L7-1785	晃荡	b79-m3-tech-innovation					unmapped
L7-1786	灰	b79-m3-tech-innovation					unmapped
L7-1787	灰尘	b79-m3-tech-innovation					unmapped
L7-1788	灰心	b79-m3-tech-innovation					unmapped
L7-1789	挥	b79-m3-tech-innovation					unmapped
L7-1791	回归	b79-m3-tech-innovation					unmapped
L7-1792	回扣	b79-m3-tech-innovation					unmapped
L7-1793	回馈	b79-m3-tech-innovation					unmapped
L7-1794	回落	b79-m3-tech-innovation					unmapped
L7-1795	回升	b79-m3-tech-innovation					unmapped
L7-1796	回首	b79-m3-tech-innovation					unmapped
L7-1797	回味	b79-m3-tech-innovation					unmapped
L7-1798	回想	b79-m3-tech-innovation					unmapped
L7-1799	回忆录	b79-m3-tech-innovation					unmapped
L7-1800	悔恨	b79-m3-tech-innovation	b7-social-emotions	L7-1310	b79-m2		simp
L7-1801	毁坏	b79-m3-tech-innovation					unmapped
L7-1802	毁灭	b79-m3-tech-innovation	b7-politics-society	L7-1311	b79-m2		simp
L7-1803	汇合	b79-m3-tech-innovation	b7-nature-geography	L7-1321	b79-m2		simp
L7-1804	汇集	b79-m3-tech-innovation	b7-academic-logic	L7-1324	b79-m2		simp
L7-1805	汇聚	b79-m3-tech-innovation					unmapped
L7-1806	会场	b79-m3-tech-innovation					unmapped
L7-1807	会面	b79-m3-tech-innovation	b7-social-nuance	L7-1316	b79-m2	polite	simp
L7-1808	会晤	b79-m3-tech-innovation	b7-politics-diplomacy	L7-1318	b79-m2	polite	simp
L7-1810	会诊	b79-m3-tech-innovation					unmapped
L7-1817	魂	b79-m3-tech-innovation					unmapped
L7-1821	豁	b79-m3-tech-innovation					unmapped
L7-1822	豁出去	b79-m3-tech-innovation					unmapped
L7-1823	活该	b79-m3-tech-innovation					unmapped
L7-1824	活期	b79-m3-tech-innovation					unmapped
L7-1825	活儿	b79-m3-tech-innovation					unmapped
L7-1826	火暴	b79-m3-tech-innovation					unmapped
L7-1827	火锅	b79-m3-tech-innovation					unmapped
L7-1829	火花	b79-m3-tech-innovation					unmapped
L7-1830	火炬	b79-m3-tech-innovation					unmapped
L7-1833	火山	b79-m3-tech-innovation					unmapped
L7-1834	火速	b79-m3-tech-innovation					unmapped
L7-1835	火焰	b79-m3-tech-innovation					unmapped
L7-1836	火药	b79-m3-tech-innovation	b7-tech-science	L7-1347	b79-m2		simp
L7-1837	伙食	b79-m3-tech-innovation					unmapped
L7-1840	货车	b79-m3-tech-innovation					unmapped
L7-1843	获胜	b79-m3-tech-innovation					unmapped
L7-1844	获悉	b79-m3-tech-innovation					unmapped
L7-1846	霍乱	b79-m3-tech-innovation					unmapped
L7-1848	几率	b79-m3-tech-innovation					unmapped
L7-1850	饥饿	b79-m3-tech-innovation					unmapped
L7-1851	机舱	b79-m3-tech-innovation					unmapped
L7-1852	机动	b79-m3-tech-innovation					unmapped
L7-1857	积	b79-m3-tech-innovation					unmapped
L7-1858	积淀	b79-m3-tech-innovation					unmapped
L7-1859	积蓄	b79-m3-tech-innovation					unmapped
L7-1860	基本功	b79-m3-tech-innovation					unmapped
L7-1861	基层	b79-m3-tech-innovation					unmapped
L7-1866	激发	b79-m3-tech-innovation					unmapped
L7-1867	激光	b79-m3-tech-innovation					unmapped
L7-1868	激化	b79-m3-tech-innovation					unmapped
L7-1869	激活	b79-m3-tech-innovation					unmapped
L7-1873	及	b79-m3-tech-innovation					unmapped
L7-1874	及其	b79-m3-tech-innovation					unmapped
L7-1875	及早	b79-m3-tech-innovation					unmapped
L7-1879	级别	b79-m3-tech-innovation	b7-politics-society	L7-1362	b79-m2		simp
L7-1880	极度	b79-m3-tech-innovation					unmapped
L7-1881	极力	b79-m3-tech-innovation					unmapped
L7-1882	极少数	b79-m3-tech-innovation					unmapped
L7-1883	极为	b79-m3-tech-innovation					unmapped
L7-1884	极限	b79-m3-tech-innovation	b7-academic-logic	L7-1353	b79-m2		simp
L7-1886	即便	b79-m3-tech-innovation					unmapped
L7-1887	即可	b79-m3-tech-innovation					unmapped
L7-1888	急剧	b79-m3-tech-innovation	b7-academic-logic	L7-1357	b79-m2		simp
L7-1890	急性	b79-m3-tech-innovation					unmapped
L7-1891	急需	b79-m3-tech-innovation					unmapped
L7-1892	急于	b79-m3-tech-innovation	b7-social-emotions	L7-1360	b79-m2		simp
L7-1893	急诊	b79-m3-tech-innovation					unmapped
L7-1896	集会	b79-m3-tech-innovation					unmapped
L7-1897	集结	b79-m3-tech-innovation	b7-politics-military	L7-1365	b79-m2		simp
L7-1898	集邮	b79-m3-tech-innovation					unmapped
L7-1900	集资	b79-m3-tech-innovation	b7-finance-business	L7-1371	b79-m2		simp
L7-1905	计策	b79-m3-tech-innovation					unmapped
L7-1906	计较	b79-m3-tech-innovation					unmapped
L7-1907	计时	b79-m3-tech-innovation					unmapped
L7-1908	记号	b79-m3-tech-innovation					unmapped
L7-1911	纪念碑	b79-m3-tech-innovation	b7-culture-heritage	L7-1381	b79-m2		simp
L7-1916	忌	b79-m3-tech-innovation					unmapped
L7-1917	忌讳	b79-m3-tech-innovation	b7-social-culture	L7-1385	b79-m2		simp
L7-1918	忌口	b79-m3-tech-innovation					unmapped
L7-1919	剂	b79-m3-tech-innovation					unmapped
L7-1921	继	b79-m3-tech-innovation					unmapped
L7-1922	继而	b79-m3-tech-innovation					unmapped
L7-1923	继父	b79-m3-tech-innovation					unmapped
L7-1924	继母	b79-m3-tech-innovation					unmapped
L7-1925	祭	b79-m3-tech-innovation					unmapped
L7-1926	祭奠	b79-m3-tech-innovation					unmapped
L7-1927	祭祀	b79-m3-tech-innovation	b7-culture-heritage	L7-1388	b79-m2		simp
L7-1928	寄托	b79-m3-tech-innovation	b7-social-emotions	L7-1390	b79-m2		simp
L7-1929	寂静	b79-m3-tech-innovation	b7-nature-geography	L7-1386	b79-m2		simp
L7-1931	加紧	b79-m3-tech-innovation					unmapped
L7-1932	加剧	b79-m3-tech-innovation	b7-academic-logic	L7-1392	b79-m2		simp
L7-1933	加深	b79-m3-tech-innovation					unmapped
L7-1934	加重	b79-m3-tech-innovation					unmapped
L7-1936	家伙	b79-m3-tech-innovation	b7-social-nuance	L7-1401	b79-m2		simp
L7-1938	家教	b79-m3-tech-innovation	b7-academic-work	L7-1402	b79-m2		simp
L7-1943	家政	b79-m3-tech-innovation					unmapped
L7-1946	假定	b79-m3-tech-innovation					unmapped
L7-1947	假冒	b79-m3-tech-innovation					unmapped
L7-1951	价位	b79-m3-tech-innovation					unmapped
L7-1954	驾车	b79-m4-meetings-discussion					unmapped
L7-1958	嫁	b79-m4-meetings-discussion					unmapped
L7-1959	嫁妆	b79-m4-meetings-discussion					unmapped
L7-1960	尖端	b79-m4-meetings-discussion					unmapped
L7-1970	肩膀	b79-m4-meetings-discussion					unmapped
L7-1971	肩负	b79-m4-meetings-discussion					unmapped
L7-1978	监护	b79-m4-meetings-discussion					unmapped
L7-1982	兼	b79-m4-meetings-discussion					unmapped
L7-1983	兼顾	b79-m4-meetings-discussion					unmapped
L7-1984	兼任	b79-m4-meetings-discussion	b7-social-work	L7-1430	b79-m2		simp
L7-1985	兼容	b79-m4-meetings-discussion	b7-tech-science	L7-1429	b79-m2		simp
L7-1987	煎	b79-m4-meetings-discussion	b7-culture-food	L7-1436	b79-m2		simp
L7-1988	拣	b79-m4-meetings-discussion	b7-general-formal	L7-1438	b79-m2		simp
L7-1991	减免	b79-m4-meetings-discussion					unmapped
L7-1992	减弱	b79-m4-meetings-discussion	b7-academic-logic	L7-1449	b79-m2		simp
L7-1993	减速	b79-m4-meetings-discussion	b7-tech-transport	L7-1451	b79-m2		simp
L7-1995	简称	b79-m4-meetings-discussion					unmapped
L7-1996	简短	b79-m4-meetings-discussion					unmapped
L7-1997	简化	b79-m4-meetings-discussion					unmapped
L7-2003	见解	b79-m4-meetings-discussion	b7-academic-logic	L7-1455	b79-m2		simp
L7-2007	见外	b79-m4-meetings-discussion					unmapped
L7-2008	见效	b79-m4-meetings-discussion					unmapped
L7-2012	间断	b79-m4-meetings-discussion					unmapped
L7-2013	间隔	b79-m4-meetings-discussion	b7-academic-logic	L7-1460	b79-m2		simp
L7-2015	建交	b79-m4-meetings-discussion					unmapped
L7-2019	贱	b79-m4-meetings-discussion	b7-finance-business	L7-1476	b79-m2		simp
L7-2022	溅	b79-m4-meetings-discussion					unmapped
L7-2023	鉴别	b79-m4-meetings-discussion	b7-academic-logic	L7-1473	b79-m2		simp
L7-2026	姜	b79-m4-meetings-discussion					unmapped
L7-2027	僵	b79-m4-meetings-discussion					unmapped
L7-2028	僵化	b79-m4-meetings-discussion					unmapped
L7-2029	僵局	b79-m4-meetings-discussion					unmapped
L7-2030	讲解	b79-m4-meetings-discussion					unmapped
L7-2031	讲述	b79-m4-meetings-discussion					unmapped
L7-2032	讲学	b79-m4-meetings-discussion					unmapped
L7-2033	奖杯	b79-m4-meetings-discussion	b7-culture-social	L7-1481	b79-m2		simp
L7-2034	奖牌	b79-m4-meetings-discussion					unmapped
L7-2035	奖品	b79-m4-meetings-discussion					unmapped
L7-2037	降临	b79-m4-meetings-discussion	b7-general-formal	L7-1487	b79-m2		simp
L7-2038	交叉	b79-m4-meetings-discussion					unmapped
L7-2040	交付	b79-m4-meetings-discussion	b7-finance-business	L7-1492	b79-m2		simp
L7-2041	交集	b79-m4-meetings-discussion					unmapped
L7-2042	交接	b79-m4-meetings-discussion					unmapped
L7-2043	交界	b79-m4-meetings-discussion					unmapped
L7-2044	交纳	b79-m4-meetings-discussion					unmapped
L7-2047	交谈	b79-m4-meetings-discussion					unmapped
L7-2048	交替	b79-m4-meetings-discussion					unmapped
L7-2053	浇	b79-m4-meetings-discussion					unmapped
L7-2059	焦急	b79-m4-meetings-discussion	b7-social-emotions	L7-1504	b79-m2		simp
L7-2060	焦距	b79-m4-meetings-discussion					unmapped
L7-2064	嚼	b79-m4-meetings-discussion					unmapped
L7-2065	角落	b79-m4-meetings-discussion	b7-general-formal	L7-1511	b79-m2		simp
L7-2069	搅	b79-m4-meetings-discussion					unmapped
L7-2070	搅拌	b79-m4-meetings-discussion	b7-tech-science	L7-1512	b79-m2		simp
L7-2071	缴	b79-m4-meetings-discussion					unmapped
L7-2072	缴费	b79-m4-meetings-discussion					unmapped
L7-2073	缴纳	b79-m4-meetings-discussion	b7-finance-business	L7-1513	b79-m2	polite	simp
L7-2074	叫板	b79-m4-meetings-discussion					unmapped
L7-2075	叫好	b79-m4-meetings-discussion	b7-culture-arts	L7-1518	b79-m2		simp
L7-2076	轿车	b79-m4-meetings-discussion					unmapped
L7-2078	较量	b79-m4-meetings-discussion	b7-politics-military	L7-1520	b79-m2		simp
L7-2085	皆	b79-m4-meetings-discussion					unmapped
L7-2088	接班	b79-m4-meetings-discussion					unmapped
L7-2089	接班人	b79-m4-meetings-discussion					unmapped
L7-2092	接济	b79-m4-meetings-discussion					unmapped
L7-2093	接见	b79-m4-meetings-discussion					unmapped
L7-2094	接力	b79-m4-meetings-discussion					unmapped
L7-2095	接纳	b79-m4-meetings-discussion					unmapped
L7-2096	接手	b79-m4-meetings-discussion					unmapped
L7-2097	接送	b79-m4-meetings-discussion					unmapped
L7-2099	接听	b79-m4-meetings-discussion					unmapped
L7-2101	揭发	b79-m4-meetings-discussion	b7-politics-legal	L7-1543	b79-m2		simp
L7-2102	揭露	b79-m4-meetings-discussion	b7-politics-society	L7-1544	b79-m2		simp
L7-2106	节气	b79-m4-meetings-discussion					unmapped
L7-2107	节水	b79-m4-meetings-discussion					unmapped
L7-2109	劫	b79-m4-meetings-discussion					unmapped
L7-2110	劫持	b79-m4-meetings-discussion					unmapped
L7-2112	结冰	b79-m4-meetings-discussion					unmapped
L7-2114	结局	b79-m4-meetings-discussion	b7-culture-media	L7-1525	b79-m2		simp
L7-2115	结识	b79-m4-meetings-discussion					unmapped
L7-2121	解答	b79-m4-meetings-discussion					unmapped
L7-2122	解读	b79-m4-meetings-discussion					unmapped
L7-2123	解雇	b79-m4-meetings-discussion	b7-finance-business	L7-1550	b79-m2		simp
L7-2124	解救	b79-m4-meetings-discussion					unmapped
L7-2126	解散	b79-m4-meetings-discussion	b7-politics-society	L7-1553	b79-m2		simp
L7-2138	界定	b79-m4-meetings-discussion					unmapped
L7-2141	借口	b79-m4-meetings-discussion					unmapped
L7-2152	仅次于	b79-m4-meetings-discussion					unmapped
L7-2155	紧凑	b79-m4-meetings-discussion	b7-academic-logic	L7-1564	b79-m2		simp
L7-2162	尽情	b79-m4-meetings-discussion					unmapped
L7-2164	进场	b79-m4-meetings-discussion					unmapped
L7-2166	进出	b79-m4-meetings-discussion					unmapped
L7-2167	进出口	b79-m4-meetings-discussion					unmapped
L7-2168	进度	b79-m4-meetings-discussion					unmapped
L7-2169	进而	b79-m4-meetings-discussion					unmapped
L7-2171	近年来	b79-m4-negotiation					unmapped
L7-2177	茎	b79-m4-negotiation					unmapped
L7-2179	经度	b79-m4-negotiation					unmapped
L7-2185	惊	b79-m4-negotiation					unmapped
L7-2187	惊慌	b79-m4-negotiation					unmapped
L7-2201	精练	b79-m4-negotiation					unmapped
L7-2202	精妙	b79-m4-negotiation					unmapped
L7-2214	颈部	b79-m4-negotiation					unmapped
L7-2217	警车	b79-m4-negotiation					unmapped
L7-2221	净化	b79-m4-negotiation					unmapped
L7-2225	竟	b79-m4-negotiation					unmapped
L7-2226	竟敢	b79-m4-negotiation					unmapped
L7-2227	敬	b79-m4-negotiation					unmapped
L7-2228	敬爱	b79-m4-negotiation					unmapped
L7-2230	敬酒	b79-m4-negotiation					unmapped
L7-2231	敬礼	b79-m4-negotiation	b7-politics-military	L7-1585	b79-m2	polite	simp
L7-2233	敬请	b79-m4-negotiation					unmapped
L7-2236	敬重	b79-m4-negotiation					unmapped
L7-2238	境地	b79-m4-negotiation					unmapped
L7-2244	纠缠	b79-m4-negotiation					unmapped
L7-2245	揪	b79-m4-negotiation					unmapped
L7-2248	酒精	b79-m4-negotiation					unmapped
L7-2249	酒楼	b79-m4-negotiation					unmapped
L7-2250	救护车	b79-m4-negotiation					unmapped
L7-2253	就餐	b79-m4-negotiation					unmapped
L7-2254	就地	b79-m4-negotiation					unmapped
L7-2255	就读	b79-m4-negotiation					unmapped
L7-2256	就近	b79-m4-negotiation					unmapped
L7-2268	局部	b79-m4-negotiation	b7-academic-logic	L7-1596	b79-m2		simp
L7-2274	举报	b79-m4-negotiation					unmapped
L7-2282	举重	b79-m4-negotiation					unmapped
L7-2294	据此	b79-m4-negotiation					unmapped
L7-2296	距	b79-m4-negotiation					unmapped
L7-2297	锯	b79-m4-negotiation					unmapped
L7-2298	聚集	b79-m4-negotiation					unmapped
L7-2305	诀别	b79-m4-negotiation					unmapped
L7-2324	卡车	b79-m4-negotiation					unmapped
L7-2327	开办	b79-m4-negotiation					unmapped
L7-2328	开采	b79-m4-negotiation					unmapped
L7-2329	开场	b79-m4-negotiation					unmapped
L7-2330	开场白	b79-m4-negotiation					unmapped
L7-2331	开除	b79-m4-negotiation					unmapped
L7-2332	开动	b79-m4-negotiation					unmapped
L7-2337	开口	b79-m4-negotiation					unmapped
L7-2350	刊登	b79-m4-negotiation	b7-culture-media	L7-1625	b79-m2		simp
L7-2354	堪称	b79-m4-negotiation	b7-academic-logic	L7-1626	b79-m2	polite	simp
L7-2357	看得出	b79-m4-negotiation					unmapped
L7-2370	考量	b79-m4-negotiation					unmapped
L7-2371	烤	b79-m4-negotiation					unmapped
L7-2377	磕	b79-m4-negotiation					unmapped
L7-2386	可贵	b79-m4-negotiation					unmapped
L7-2387	可口	b79-m4-negotiation					unmapped
L7-2389	可恶	b79-m4-formal-writing					unmapped
L7-2393	可行	b79-m4-formal-writing					unmapped
L7-2397	刻苦	b79-m4-formal-writing					unmapped
L7-2417	空白	b79-m4-formal-writing	b7-academic-logic	L7-1646	b79-m2		simp
L7-2418	空地	b79-m4-formal-writing					unmapped
L7-2422	口碑	b79-m4-formal-writing	b7-social-culture	L7-1656	b79-m2		simp
L7-2423	口才	b79-m4-formal-writing	b7-social-virtues	L7-1657	b79-m2		simp
L7-2424	口吃	b79-m4-formal-writing					unmapped
L7-2425	口感	b79-m4-formal-writing					unmapped
L7-2438	扣除	b79-m4-formal-writing					unmapped
L7-2454	夸大	b79-m4-formal-writing					unmapped
L7-2455	夸奖	b79-m4-formal-writing	b7-social-nuance	L7-1673	b79-m2	polite	simp
L7-2459	垮	b79-m4-formal-writing					unmapped
L7-2460	挎	b79-m4-formal-writing					unmapped
L7-2461	跨国	b79-m4-formal-writing					unmapped
L7-2478	矿藏	b79-m4-formal-writing					unmapped
L7-2481	亏本	b79-m4-formal-writing					unmapped
L7-2487	扩	b79-m4-formal-writing					unmapped
L7-2488	扩建	b79-m4-formal-writing					unmapped
L7-2493	拉动	b79-m4-formal-writing					unmapped
L7-2513	栏杆	b79-m4-formal-writing					unmapped
L7-2516	缆车	b79-m4-formal-writing					unmapped
L7-2517	懒得	b79-m4-formal-writing					unmapped
L7-2529	牢记	b79-m4-formal-writing	b7-academic-logic	L7-1727	b79-m2	polite	simp
L7-2530	牢牢	b79-m4-formal-writing					unmapped
L7-2535	老化	b79-m4-formal-writing					unmapped
L7-2547	累积	b79-m4-formal-writing					unmapped
L7-2549	类别	b79-m4-formal-writing	b7-academic-logic	L7-1736	b79-m2		simp
L7-2551	冷淡	b79-m4-formal-writing					unmapped
L7-2552	冷冻	b79-m4-formal-writing					unmapped
L7-2565	礼服	b79-m4-formal-writing					unmapped
L7-2587	立方	b79-m4-formal-writing					unmapped
L7-2589	立功	b79-m4-formal-writing					unmapped
L7-2623	亮点	b79-m5-idiomatic-social					unmapped
L7-2634	料到	b79-m5-idiomatic-social					unmapped
L7-2648	临床	b79-m5-idiomatic-social					unmapped
L7-2649	临街	b79-m5-idiomatic-social					unmapped
L7-2650	临近	b79-m5-idiomatic-social	b7-general-formal	L7-1798	b79-m2		simp
L7-2730	屡次	b79-m5-idiomatic-social	b7-academic-logic	L7-1851	b79-m2		simp
L7-2735	绿地	b79-m5-idiomatic-social					unmapped
L7-2744	轮换	b79-m5-idiomatic-social					unmapped
L7-2803	冒犯	b79-m5-idiomatic-social					unmapped
L7-5499	传	b79-speaking					unmapped
