id	simp	current_unit	manifest_old_unit	manifest_new_unit	tag	resolution	old_unit_matches_current
L7-1140	过于		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1141	嗨		b79-m2	b7-social-interjections		id_mismatch_no_simp	no
L7-1142	海拔	b79-m3-economy-finance	b79-m2	b7-nature-geography		simp_fallback	no
L7-1143	海滨	b79-m3-economy-finance	b79-m2	b7-nature-geography		simp_fallback	no
L7-1144	海岛		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1145	海归		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1146	海军		b79-m2	b7-politics-military		id_mismatch_no_simp	no
L7-1147	海客		b79-m2	b7-culture-heritage		id_mismatch_no_simp	no
L7-1148	海里		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1149	海面	b79-m3-economy-finance	b79-m2	b7-nature-geography		simp_fallback	no
L7-1150	海内外	b79-m3-economy-finance	b79-m2	b7-politics-society		simp_fallback	no
L7-1151	海鲜		b79-m2	b7-culture-food		not_found	no
L7-1152	海域		b79-m2	b7-nature-geography		not_found	no
L7-1153	海运	b79-m3-economy-finance	b79-m2	b7-tech-transport		simp_fallback	no
L7-1154	海遭		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1155	害羞	b79-m3-economy-finance	b79-m2	b7-social-emotions		simp_fallback	no
L7-1156	含义		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1157	含糊	b79-m3-economy-finance	b79-m2	b7-academic-logic		simp_fallback	no
L7-1158	含量		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1159	罕见		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1160	捍卫		b79-m2	b7-politics-military		id_mismatch_no_simp	no
L7-1161	行列	b79-m3-economy-finance	b79-m2	b7-general-formal		simp_fallback	no
L7-1162	航空		b79-m2	b7-tech-transport		id_mismatch_no_simp	no
L7-1163	航海	b79-m3-economy-finance	b79-m2	b7-tech-transport		simp_fallback	no
L7-1164	航行	b79-m3-economy-finance	b79-m2	b7-tech-transport		simp_fallback	no
L7-1165	航天		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1166	航向		b79-m2	b7-tech-transport		id_mismatch_no_simp	no
L7-1167	豪迈		b79-m2	b7-social-virtues		id_mismatch_no_simp	no
L7-1168	豪情		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1169	豪华		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1170	好感	b79-m3-economy-finance	b79-m2	b7-social-emotions		simp_fallback	no
L7-1171	好客		b79-m2	b7-social-culture	polite	id_mismatch_no_simp	no
L7-1172	好评	b79-m3-economy-finance	b79-m2	b7-culture-media		simp_fallback	no
L7-1173	好转		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1174	耗	b79-m3-economy-finance	b79-m2	b7-general-formal		simp_fallback	no
L7-1175	耗费	b79-m3-economy-finance	b79-m2	b7-finance-business		simp_fallback	no
L7-1176	耗尽		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1177	号召		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1178	号召力		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1179	呵护		b79-m2	b7-social-emotions	polite	id_mismatch_no_simp	no
L7-1180	呵欠		b79-m2	b7-health-medical		id_mismatch_no_simp	no
L7-1181	禾苗		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1182	和蔼		b79-m2	b7-social-behavior	polite	id_mismatch_no_simp	no
L7-1183	和解	b79-m3-economy-finance	b79-m2	b7-politics-diplomacy	polite	simp_fallback	no
L7-1184	和睦	b79-m3-economy-finance	b79-m2	b7-social-culture	polite	simp_fallback	no
L7-1185	和其		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1186	和善		b79-m2	b7-social-behavior	polite	id_mismatch_no_simp	no
L7-1187	和谐		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1188	合并		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1189	合成		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1190	合法		b79-m2	b7-politics-legal		id_mismatch_no_simp	no
L7-1191	合格		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1192	合理		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1193	合情合理		b79-m2	b7-idioms-formal		id_mismatch_no_simp	no
L7-1194	合算		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1195	合同		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1196	合影	b79-m3-economy-finance	b79-m2	b7-social-culture	polite	simp_fallback	no
L7-1197	合资	b79-m3-economy-finance	b79-m2	b7-finance-business		simp_fallback	no
L7-1198	何必	b79-m3-economy-finance	b79-m2	b7-academic-logic		simp_fallback	no
L7-1199	何尝		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1200	何等		b79-m2	b7-academic-logic		not_found	no
L7-1201	何况		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1202	何去何从		b79-m2	b7-idioms-formal		id_mismatch_no_simp	no
L7-1203	何况是		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1204	核对	b79-m3-economy-finance	b79-m2	b7-academic-work	polite	simp_fallback	no
L7-1205	核能	b79-m3-economy-finance	b79-m2	b7-tech-science		simp_fallback	no
L7-1206	核算		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1207	核心		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1208	贺词		b79-m2	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-1209	贺卡		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1210	嘿	b79-m3-economy-finance	b79-m2	b7-social-interjections		simp_fallback	no
L7-1211	痕迹		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1212	狠		b79-m2	b7-social-behavior		id_mismatch_no_simp	no
L7-1213	狠命		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1214	恨		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1215	哼	b79-m3-economy-finance	b79-m2	b7-social-interjections		simp_fallback	no
L7-1216	恒心		b79-m2	b7-social-virtues		id_mismatch_no_simp	no
L7-1217	恒星		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1218	横		b79-m2	b7-general-formal		not_found	no
L7-1219	轰	b79-m3-economy-finance	b79-m2	b7-politics-military		simp_fallback	no
L7-1220	轰动	b79-m3-economy-finance	b79-m2	b7-culture-media		simp_fallback	no
L7-1221	轰隆		b79-m2	b7-general-formal		not_found	no
L7-1222	烘		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1223	红火	b79-m3-economy-finance	b79-m2	b7-finance-business		simp_fallback	no
L7-1224	红润		b79-m2	b7-health-medical		id_mismatch_no_simp	no
L7-1225	宏观		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1226	宏伟		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1227	洪亮		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1228	洪水		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1229	喉咙		b79-m2	b7-health-medical		id_mismatch_no_simp	no
L7-1230	吼	b79-m3-economy-finance	b79-m2	b7-social-behavior		simp_fallback	no
L7-1231	忽略		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1232	忽视		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1233	呼喊		b79-m2	b7-social-behavior		id_mismatch_no_simp	no
L7-1234	呼唤		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1235	呼吸		b79-m2	b7-health-medical		id_mismatch_no_simp	no
L7-1236	呼啸		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1237	呼吁		b79-m2	b7-politics-society		not_found	no
L7-1238	弧形		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1239	胡说		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1240	蝴蝶		b79-m2	b7-nature-fauna		id_mismatch_no_simp	no
L7-1241	湖泊	b79-m3-economy-finance	b79-m2	b7-nature-geography		simp_fallback	no
L7-1242	糊里糊涂		b79-m2	b7-idioms-behavior		not_found	no
L7-1243	糊涂		b79-m2	b7-social-behavior		id_mismatch_no_simp	no
L7-1244	虎		b79-m2	b7-nature-fauna		id_mismatch_no_simp	no
L7-1245	户口		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1246	互补	b79-m3-economy-finance	b79-m2	b7-academic-logic		simp_fallback	no
L7-1247	互惠		b79-m2	b7-politics-diplomacy		not_found	no
L7-1248	互联		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1249	互利		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1250	互动		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1251	护栏		b79-m2	b7-tech-infrastructure		id_mismatch_no_simp	no
L7-1252	护士		b79-m2	b7-health-medical		id_mismatch_no_simp	no
L7-1253	花瓣	b79-m3-economy-finance	b79-m2	b7-nature-flora		simp_fallback	no
L7-1254	花费		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1255	花生		b79-m2	b7-nature-flora		id_mismatch_no_simp	no
L7-1256	花纹	b79-m3-economy-finance	b79-m2	b7-culture-arts		simp_fallback	no
L7-1257	华贵		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1258	华丽		b79-m2	b7-culture-arts		id_mismatch_no_simp	no
L7-1259	华侨		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1260	哗		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1261	滑行		b79-m2	b7-tech-transport		id_mismatch_no_simp	no
L7-1262	画报		b79-m2	b7-culture-media		id_mismatch_no_simp	no
L7-1263	画布		b79-m2	b7-culture-arts		id_mismatch_no_simp	no
L7-1264	划分		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1265	化肥	b79-m3-economy-finance	b79-m2	b7-tech-science		simp_fallback	no
L7-1266	化工		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1267	化解		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1268	化石		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1269	化验		b79-m2	b7-health-medical		not_found	no
L7-1270	话筒		b79-m2	b7-tech-science		not_found	no
L7-1271	坏事	b79-m3-tech-innovation	b79-m2	b7-social-nuance		simp_fallback	no
L7-1272	欢送		b79-m2	b7-social-culture	polite	id_mismatch_no_simp	no
L7-1273	缓解		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1274	幻想		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1275	环节		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1276	环球	b79-m3-tech-innovation	b79-m2	b7-politics-society		simp_fallback	no
L7-1277	环绕	b79-m3-tech-innovation	b79-m2	b7-nature-geography		simp_fallback	no
L7-1278	缓和	b79-m3-tech-innovation	b79-m2	b7-politics-diplomacy	polite	simp_fallback	no
L7-1279	缓慢	b79-m3-tech-innovation	b79-m2	b7-general-formal		simp_fallback	no
L7-1280	幻想		b79-m2	b7-culture-media		id_mismatch_no_simp	no
L7-1281	幻影		b79-m2	b7-tech-science		not_found	no
L7-1282	换岗		b79-m2	b7-politics-military		id_mismatch_no_simp	no
L7-1283	换季		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1284	唤醒		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1285	荒地		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1286	荒废		b79-m2	b7-academic-work		id_mismatch_no_simp	no
L7-1287	荒凉	b79-m3-tech-innovation	b79-m2	b7-nature-geography		simp_fallback	no
L7-1288	荒谬	b79-m3-tech-innovation	b79-m2	b7-academic-logic		simp_fallback	no
L7-1289	荒唐		b79-m2	b7-social-behavior		not_found	no
L7-1290	慌忙		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1291	慌张	b79-m3-tech-innovation	b79-m2	b7-social-emotions		simp_fallback	no
L7-1292	黄昏	b79-m3-tech-innovation	b79-m2	b7-nature-geography		simp_fallback	no
L7-1293	恍然大悟		b79-m2	b7-idioms-formal		id_mismatch_no_simp	no
L7-1294	晃		b79-m2	b7-general-formal		simp_ambiguous	no
L7-1295	晃动		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1296	挥发		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1297	挥霍		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1298	挥手		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1299	辉煌		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1300	辉映		b79-m2	b7-culture-arts		id_mismatch_no_simp	no
L7-1301	恢复		b79-m2	b7-academic-logic		not_found	no
L7-1302	回避		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1303	回顾		b79-m2	b7-academic-logic	polite	id_mismatch_no_simp	no
L7-1304	回击		b79-m2	b7-politics-military		not_found	no
L7-1305	回绝		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1306	回笼		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1307	回收		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1308	回忆		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1309	回音		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1310	悔恨	b79-m3-tech-innovation	b79-m2	b7-social-emotions		simp_fallback	no
L7-1311	毁灭	b79-m3-tech-innovation	b79-m2	b7-politics-society		simp_fallback	no
L7-1312	会标		b79-m2	b7-culture-media		id_mismatch_no_simp	no
L7-1313	会馆		b79-m2	b7-social-culture		not_found	no
L7-1314	会籍		b79-m2	b7-social-culture		not_found	no
L7-1315	会见		b79-m2	b7-politics-diplomacy	polite	not_found	no
L7-1316	会面	b79-m3-tech-innovation	b79-m2	b7-social-nuance	polite	simp_fallback	no
L7-1317	会谈		b79-m2	b7-politics-diplomacy	polite	id_mismatch_no_simp	no
L7-1318	会晤	b79-m3-tech-innovation	b79-m2	b7-politics-diplomacy	polite	simp_fallback	no
L7-1319	会心		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1320	会员		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1321	汇合	b79-m3-tech-innovation	b79-m2	b7-nature-geography		simp_fallback	no
L7-1322	汇报		b79-m2	b7-academic-work	polite	id_mismatch_no_simp	no
L7-1323	汇编		b79-m2	b7-academic-work		not_found	no
L7-1324	汇集	b79-m3-tech-innovation	b79-m2	b7-academic-logic		simp_fallback	no
L7-1325	汇款		b79-m2	b7-finance-business		not_found	no
L7-1326	汇率		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1327	汇展		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1328	绘		b79-m2	b7-culture-arts		id_mismatch_no_simp	no
L7-1329	绘画		b79-m2	b7-culture-arts		id_mismatch_no_simp	no
L7-1330	绘制		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1331	贿赂		b79-m2	b7-politics-legal		id_mismatch_no_simp	no
L7-1332	婚变		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1333	婚介		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1334	婚礼		b79-m2	b7-social-culture	polite	not_found	no
L7-1335	婚纱		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1336	婚姻		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1337	混合		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1338	混浊		b79-m2	b7-nature-geography		not_found	no
L7-1339	混乱		b79-m2	b7-academic-logic		not_found	no
L7-1340	混淆		b79-m2	b7-academic-logic		not_found	no
L7-1341	活动		b79-m2	b7-general-formal		not_found	no
L7-1342	活跃		b79-m2	b7-social-behavior		id_mismatch_no_simp	no
L7-1343	火箭		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1344	火力		b79-m2	b7-politics-military		id_mismatch_no_simp	no
L7-1345	火热		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1346	火势		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1347	火药	b79-m3-tech-innovation	b79-m2	b7-tech-science		simp_fallback	no
L7-1348	伙		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1349	伙伴		b79-m2	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-1350	货币		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1351	机器人		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1352	极其		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1353	极限	b79-m3-tech-innovation	b79-m2	b7-academic-logic		simp_fallback	no
L7-1354	即使		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1355	急促		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1356	急功近利		b79-m2	b7-idioms-behavior		id_mismatch_no_simp	no
L7-1357	急剧	b79-m3-tech-innovation	b79-m2	b7-academic-logic		simp_fallback	no
L7-1358	急忙		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1359	急迫		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1360	急于	b79-m3-tech-innovation	b79-m2	b7-social-emotions		simp_fallback	no
L7-1361	急于求成		b79-m2	b7-idioms-behavior		id_mismatch_no_simp	no
L7-1362	级别	b79-m3-tech-innovation	b79-m2	b7-politics-society		simp_fallback	no
L7-1363	籍贯		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1364	集成		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1365	集结	b79-m3-tech-innovation	b79-m2	b7-politics-military		simp_fallback	no
L7-1366	集群		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1367	集市		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1368	集团		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1369	集训		b79-m2	b7-academic-work		id_mismatch_no_simp	no
L7-1370	集约		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1371	集资	b79-m3-tech-innovation	b79-m2	b7-finance-business		simp_fallback	no
L7-1372	嫉妒		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1373	挤压		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1374	给予		b79-m2	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-1375	技能		b79-m2	b7-social-work		id_mismatch_no_simp	no
L7-1376	技巧		b79-m2	b7-academic-work		id_mismatch_no_simp	no
L7-1377	季度		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1378	季风		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1379	季节		b79-m2	b7-nature-geography		not_found	no
L7-1380	纪律		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1381	纪念碑	b79-m3-tech-innovation	b79-m2	b7-culture-heritage		simp_fallback	no
L7-1382	纪实		b79-m2	b7-culture-media		id_mismatch_no_simp	no
L7-1383	纪录		b79-m2	b7-academic-work		id_mismatch_no_simp	no
L7-1384	纪要		b79-m2	b7-politics-diplomacy		not_found	no
L7-1385	忌讳	b79-m3-tech-innovation	b79-m2	b7-social-culture		simp_fallback	no
L7-1386	寂静	b79-m3-tech-innovation	b79-m2	b7-nature-geography		simp_fallback	no
L7-1387	寂寞		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1388	祭祀	b79-m3-tech-innovation	b79-m2	b7-culture-heritage		simp_fallback	no
L7-1389	记载		b79-m2	b7-academic-work		id_mismatch_no_simp	no
L7-1390	寄托	b79-m3-tech-innovation	b79-m2	b7-social-emotions		simp_fallback	no
L7-1391	寄信		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1392	加剧	b79-m3-tech-innovation	b79-m2	b7-academic-logic		simp_fallback	no
L7-1393	加快		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1394	加密		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1395	加强		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1396	加速		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1397	加薪		b79-m2	b7-finance-business		not_found	no
L7-1398	佳节		b79-m2	b7-culture-holidays	polite	not_found	no
L7-1399	佳丽		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1400	家常		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1401	家伙	b79-m3-tech-innovation	b79-m2	b7-social-nuance		simp_fallback	no
L7-1402	家教	b79-m3-tech-innovation	b79-m2	b7-academic-work		simp_fallback	no
L7-1403	家眷		b79-m2	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-1404	家具		b79-m2	b7-general-formal		not_found	no
L7-1405	家里		b79-m2	b7-general-formal		not_found	no
L7-1406	家谱		b79-m2	b7-culture-heritage		not_found	no
L7-1407	家属		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1408	家乡		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1409	家喻户晓		b79-m2	b7-idioms-formal		id_mismatch_no_simp	no
L7-1410	家族		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1411	嘉奖		b79-m2	b7-politics-society	polite	not_found	no
L7-1412	假设		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1413	假装		b79-m2	b7-social-behavior		id_mismatch_no_simp	no
L7-1414	价差		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1415	价值		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1416	价值观		b79-m2	b7-social-virtues		id_mismatch_no_simp	no
L7-1417	驾驶		b79-m2	b7-tech-transport		id_mismatch_no_simp	no
L7-1418	假期		b79-m2	b7-general-formal		not_found	no
L7-1419	坚定		b79-m2	b7-social-virtues		not_found	no
L7-1420	坚固		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1421	坚持		b79-m2	b7-social-virtues		id_mismatch_no_simp	no
L7-1422	坚决		b79-m2	b7-academic-logic		not_found	no
L7-1423	坚强		b79-m2	b7-social-virtues		not_found	no
L7-1424	坚韧		b79-m2	b7-social-virtues		not_found	no
L7-1425	坚守		b79-m2	b7-politics-military		id_mismatch_no_simp	no
L7-1426	坚实		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1427	坚硬		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1428	兼并		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1429	兼容	b79-m4-meetings-discussion	b79-m2	b7-tech-science		simp_fallback	no
L7-1430	兼任	b79-m4-meetings-discussion	b79-m2	b7-social-work		simp_fallback	no
L7-1431	兼职		b79-m2	b7-social-work		id_mismatch_no_simp	no
L7-1432	监控		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1433	监督		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1434	监考		b79-m2	b7-academic-work		id_mismatch_no_simp	no
L7-1435	监狱		b79-m2	b7-politics-legal		id_mismatch_no_simp	no
L7-1436	煎	b79-m4-meetings-discussion	b79-m2	b7-culture-food		simp_fallback	no
L7-1437	歼灭		b79-m2	b7-politics-military		not_found	no
L7-1438	拣	b79-m4-meetings-discussion	b79-m2	b7-general-formal		simp_fallback	no
L7-1439	捡		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1440	检举		b79-m2	b7-politics-legal		id_mismatch_no_simp	no
L7-1441	检讨		b79-m2	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-1442	检验		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1443	检阅		b79-m2	b7-politics-military	polite	id_mismatch_no_simp	no
L7-1444	简直		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1445	剪辑		b79-m2	b7-culture-media		id_mismatch_no_simp	no
L7-1446	减低		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1447	减肥		b79-m2	b7-health-medical		id_mismatch_no_simp	no
L7-1448	减轻		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1449	减弱	b79-m4-meetings-discussion	b79-m2	b7-academic-logic		simp_fallback	no
L7-1450	减税		b79-m2	b7-politics-finance		id_mismatch_no_simp	no
L7-1451	减速	b79-m4-meetings-discussion	b79-m2	b7-tech-transport		simp_fallback	no
L7-1452	减刑		b79-m2	b7-politics-legal		id_mismatch_no_simp	no
L7-1453	减少		b79-m2	b7-academic-logic		not_found	no
L7-1454	见多识广		b79-m2	b7-idioms-formal		id_mismatch_no_simp	no
L7-1455	见解	b79-m4-meetings-discussion	b79-m2	b7-academic-logic		simp_fallback	no
L7-1456	见面		b79-m2	b7-social-nuance	polite	not_found	no
L7-1457	见闻		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1458	见证		b79-m2	b7-academic-logic		not_found	no
L7-1459	间谍		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1460	间隔	b79-m4-meetings-discussion	b79-m2	b7-academic-logic		simp_fallback	no
L7-1461	间接		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1462	间隙		b79-m2	b7-tech-science		not_found	no
L7-1463	建材		b79-m2	b7-tech-infrastructure		id_mismatch_no_simp	no
L7-1464	建地		b79-m2	b7-finance-business		not_found	no
L7-1465	建立		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1466	建设		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1467	建议		b79-m2	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-1468	建筑		b79-m2	b7-tech-infrastructure		id_mismatch_no_simp	no
L7-1469	健安		b79-m2	b7-health-medical		id_mismatch_no_simp	no
L7-1470	健身房		b79-m2	b7-health-lifestyle		not_found	no
L7-1471	健全		b79-m2	b7-politics-society		not_found	no
L7-1472	渐渐		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1473	鉴别	b79-m4-meetings-discussion	b79-m2	b7-academic-logic		simp_fallback	no
L7-1474	鉴定		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1475	鉴于		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1476	贱	b79-m4-meetings-discussion	b79-m2	b7-finance-business		simp_fallback	no
L7-1477	箭头		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1478	将近		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1479	将就		b79-m2	b7-social-nuance		not_found	no
L7-1480	将军		b79-m2	b7-politics-military		id_mismatch_no_simp	no
L7-1481	奖杯	b79-m4-meetings-discussion	b79-m2	b7-culture-social		simp_fallback	no
L7-1482	奖励		b79-m2	b7-social-work		not_found	no
L7-1483	奖状		b79-m2	b7-academic-work		not_found	no
L7-1484	奖金		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1485	降低		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1486	降价		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1487	降临	b79-m4-meetings-discussion	b79-m2	b7-general-formal		simp_fallback	no
L7-1488	降服		b79-m2	b7-politics-military		id_mismatch_no_simp	no
L7-1489	降温		b79-m2	b7-nature-geography		not_found	no
L7-1490	降雨量		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1491	交杯酒		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1492	交付	b79-m4-meetings-discussion	b79-m2	b7-finance-business		simp_fallback	no
L7-1493	交代		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1494	交换		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1495	交际		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
